editor_id,full_name,base_damage,secondary_damage,capacity,ammo_per_shot,attack_delay_seconds,weight,value,has_object_template
"crDLC01BotMeleeConstructionRight","",36,10.000000,0,1,0.000000,2.000000,0,False
"crDLC01BotMeleeConstructionLeft","",36,10.000000,0,1,0.000000,2.000000,0,False
"crDLC01BotWeapProtectron03LaserGunAutoLeft","",0,8.000000,0,1,1.500000,0.000000,0,False
"crDLC01BotWeapProtectron03LaserGunAutoRight","",0,8.000000,0,1,1.500000,0.000000,0,False
"crDLC01BotWeapProtectron02ArmCryo01Left","",0,6.000000,0,1,0.000000,30.000000,0,False
"crDLC01BotWeapProtectron02ArmCryo01Right","",0,6.000000,0,1,0.000000,30.000000,0,False
"crDLC01BotWeapProtectron02ArmFlamerLeft","",0,6.000000,0,1,0.000000,30.000000,0,False
"crDLC01BotWeapProtectron02ArmFlamerRight","",0,6.000000,0,1,0.000000,30.000000,0,False
"crDLC01BotWeapProtectron01LaserGunLeft","",0,8.000000,0,1,1.500000,0.000000,0,False
"crDLC01BotWeapProtectron01LaserGunRight","",0,8.000000,0,1,1.500000,0.000000,0,False
"crDLC01BotWeapLaserScatteredLeft","",0,8.000000,0,1,0.250000,0.000000,0,False
"crDLC01BotWeapLaserScatteredRight","",0,8.000000,0,1,0.250000,0.000000,0,False
"crDLC01BotWeapLaserSuperLeft","",0,8.000000,0,1,2.000000,0.000000,0,False
"crDLC01BotWeapLaserSuperRight","",0,8.000000,0,1,2.000000,0.000000,0,False
"crDLC01BotWeapSentryCanonLeft","SentryBotLeftRocketLauncher",10,0.000000,0,1,5.000000,3.000000,0,False
"crDLC01BotWeapSentryCanonRight","SentryBotRightRocketLauncher",10,0.000000,0,1,5.000000,3.000000,0,False
"crDLC01BotWeapSentryBotLeftMinigun","Ametralladora izquierda de Robot centinela",1,0.000000,0,1,0.000000,3.000000,0,False
"crDLC01BotWeapSentryBotRightMinigun","Ametralladora derecha de Robot centinela",1,0.000000,0,1,0.000000,3.000000,0,False
"DLC03_PoleHook","Gancho de pértiga",30,10.000000,0,1,0.000000,7.000000,45,False
"DLC03_HarpoonGun","Arma arpón",254,31.000000,3,1,1.250000,12.000000,120,False
"crDLC03_UnarmedFogCrawler","Mirelurk reina desarmada",1,0.000000,0,1,0.000000,0.000000,0,False
"crDLC03_UnarmedHermitCrab","Cangrejo ermitaño desarmado",1,0.000000,0,1,0.000000,0.000000,0,False
"RadiumRifle","Radio",27,21.000000,20,1,0.250000,7.000000,160,False
"crDLC03_UnarmedAngler","Pejesapo desarmado",1,0.000000,0,1,0.000000,0.000000,0,False
"DLC03_LeverGun","Rifle de palanca",35,21.000000,5,1,0.500000,6.000000,135,False
"crDLC03_UnarmedWolf","Lobo desarmado",1,0.000000,0,1,0.000000,0.000000,0,False
"crDLC03_UnarmedGulper","Tragador desarmado",1,0.000000,0,1,0.000000,0.000000,0,False
"crDLC03AnglerVomit","",0,0.000000,0,1,0.000000,3.000000,0,False
"DLC03_MeatHook","Gancho de carne",20,10.000000,0,1,0.000000,2.000000,20,False
"zzz_ThrowingCaltropWeapon","Abrojos",3,3.000000,0,1,0.000000,0.500000,25,False
"zzz_ThrowingBearTrapWeapon","Trampa para osos",30,3.000000,0,1,0.000000,8.000000,75,False
"zzz_ThrowingCaltropWeaponPoisoned","Abrojos envenenados",5,3.000000,0,1,0.000000,0.500000,40,False
"zzz_ThrowingBearTrapWeaponBleeding","Trampa para osos ensangrentada",30,3.000000,0,1,0.000000,8.000000,100,False
"DLC05WorkshopFireworkWeaponPeonyGreen","Mortero",33,15.000000,1,1,0.000000,25.000000,10,False
"DLC05WorkshopFireworkWeaponPeonyRed","Mortero",33,15.000000,1,1,0.000000,25.000000,10,False
"DLC05WorkshopFireworkWeaponWeatherClear","Mortero",33,15.000000,1,1,0.000000,25.000000,10,False
"DLC05WorkshopFireworkWeaponWeatherRadstorm","Mortero",33,15.000000,1,1,0.000000,25.000000,10,False
"DLC05WorkshopFireworkWeaponWeatherRain","Mortero",33,15.000000,1,1,0.000000,25.000000,10,False
"DLC05WorkshopFireworkWeaponPeonyPink","Mortero",33,15.000000,1,1,0.000000,25.000000,10,False
"DLC05WorkshopFireworkWeaponPeonyYellow","Mortero",33,15.000000,1,1,0.000000,25.000000,10,False
"DLC05WorkshopFireworkWeaponPeonyCrackle","Mortero",33,15.000000,1,1,0.000000,25.000000,10,False
"DLC05WorkshopFireworkWeaponPeonyBlue","Mortero",33,15.000000,1,1,0.000000,25.000000,10,False
"DLC05WorkshopFireworkWeaponPalmSilver","Mortero",33,15.000000,1,1,0.000000,25.000000,10,False
"DLC05WorkshopFireworkWeaponPalmGold","Mortero",33,15.000000,1,1,0.000000,25.000000,10,False
"DEPRECATED_DLC05PaintballGunBlue","CHATARRA",0,0.000000,0,1,0.180000,100.000000,0,False
"DEPRECATED_DLC05PaintballGunGreen","CHATARRA",0,0.000000,0,1,0.180000,100.000000,0,False
"DEPRECATED_DLC05PaintballGunRed","CHATARRA",0,0.000000,0,1,0.180000,100.000000,0,False
"DEPRECATED_DLC05PaintballGunOrange","CHATARRA",0,0.000000,0,1,0.180000,100.000000,0,False
"DEPRECATED_DLC05PaintballGunGlow","CHATARRA",0,0.000000,0,1,0.180000,100.000000,0,False
"DEPRECATED_DLC05PaintballGunWhite","CHATARRA",0,0.000000,0,1,0.180000,100.000000,0,False
"DEPRECATED_DLC05PaintballGunYellow","CHATARRA",0,0.000000,0,1,0.180000,100.000000,0,False
"zzz_DLC04_AcidSoaker","Pistola de ácido",0,6.000000,20,1,0.150000,3.000000,125,False
"ThirstZapper","Matased",0,15.000000,1,1,0.100000,2.000000,10,False
"DLC04_PaddleBall","Pádelbol ",1,6.000000,20,1,0.400000,2.000000,50,False
"crDLC04BotHandyMisterMiddle","Señor",1,0.000000,0,1,0.000000,0.000000,0,False
"crDLC04BotHandyMisterLeft","Señor",1,0.000000,0,1,0.000000,0.000000,0,False
"crDLC04BotHandyMisterRight","Señor",1,0.000000,0,1,0.000000,0.000000,0,False
"crDLC04_UnarmedCaveCricket","Mutaracha desarmada",1,0.000000,0,1,0.000000,0.000000,0,False
"crDLC04_UnarmedSwarm","Enjambre desarmado",5,0.000000,0,1,0.000000,0.000000,0,False
"crDLC04_UnarmedRadAnt","Hormiga desarmada",1,0.000000,0,1,0.000000,0.000000,0,False
"crDLC04_UnarmedRadRat","Rata radiactiva desarmada",1,0.000000,0,1,10.000000,0.000000,0,False
"crDLC04SentryBotLeftAutoLaser","Láser automático izquierdo de robot centinela espacial",0,0.000000,0,1,1.000000,3.000000,0,False
"crDLC04SentryBotRightAutoLaser","Láser automático derecho de robot centinela espacial",0,0.000000,0,1,1.000000,3.000000,0,False
"crDLC04AnimatronicAlienBlaster","Bláster alienígena animatrónico",0,6.000000,42,1,0.100000,2.000000,0,False
"crDLC04MrGutsy_LaserGun_Right","",0,8.000000,0,1,0.500000,0.000000,0,False
"crDLC04AnimatronicAlienGun","Ametralladora de torreta",10,8.000000,0,1,0.000000,25.000000,0,False
"crDLC04Protectron01LeftArmLaserGun","",0,8.000000,0,1,1.500000,0.000000,0,False
"crDLC04MrGutsy_LaserGun_Left","",0,8.000000,0,1,0.500000,0.000000,0,False
"crDLC04MrGutsy_LaserGun_Middle","",0,8.000000,0,1,0.500000,0.000000,0,False
"crDLC04Protectron01RightArmLaserGun","",0,8.000000,0,1,1.500000,0.000000,0,False
"crDLC04AnimatronicAlienWeapon","Ametralladora de torreta",10,8.000000,0,1,0.000000,25.000000,0,False
"zzz_crDLC04BotThirstZapperCherryRight","Matased Cherry",10,6.000000,0,1,2.250000,2.000000,0,False
"zzz_crDLC04BotThirstZapperCherryLeft","Matased Cherry",1,6.000000,0,1,2.000000,2.000000,0,False
"zzz_crDLC04BotThirstZapperQuantumRight","Matased Quantum",1,6.000000,0,1,2.750000,2.000000,0,False
"zzz_crDLC04BotThirstZapperQuantumLeft","Matased Quantum",10,6.000000,0,1,2.500000,2.000000,0,False
"crDLC04SentryBotRightShoulderClusterLauncher","",1,0.000000,0,1,3.000000,3.000000,0,False
"crDLC04SentryBotLeftShoulderClusterLauncher","",1,0.000000,0,1,3.000000,3.000000,0,False
"crDLC04_UnarmedBrahmiluff","Brahmiluff desarmado",75,0.000000,0,1,0.000000,0.000000,0,False
"DLC04_FragGrenadeMIRV","MIRV de granadas de fragmentación",0,3.000000,0,1,0.000000,1.000000,50,False
"DLC04_HandMadeGun","Rifle artesanal",32,22.000000,20,1,0.250000,8.000000,90,False
"zzz_DLC04_FragGrenadeSmart","Granada de fragmentación inteligente",0,3.000000,0,1,0.000000,0.600000,60,False
"zzz_POST-DLC04_LuckyRabbitsFoot","Pata de conejo de la suerte",1,3.000000,0,1,0.000000,0.100000,50,False
"crDLC04AnimatronicLaserGunMkI","Arma láser de torreta",0,8.000000,0,1,0.000000,25.000000,0,False
"crDLC04AnimatronicLaserGunMkIII","Ametralladora de torreta de alta potencia",0,8.000000,0,1,0.000000,25.000000,0,False
"crDLC04AnimatronicLaserGunMkV","Ametralladora de torreta incendiaria",0,8.000000,0,1,0.000000,25.000000,0,False
"crDLC04AnimatronicLaserGunMkVII","DLC04AnimatronicLaserGunMkVII",0,8.000000,0,1,0.000000,25.000000,0,False
"zzz_DLC04_NukaCherryGrenade","Granada Nuka-Cherry",1,3.000000,0,1,0.000000,0.500000,50,False
"DLC04_NukaQuantumGrenade","Granada Nuka-Quantum",0,3.000000,0,1,0.000000,1.000000,50,False
"DLC04_Revolver","Revólver del Oeste",60,18.000000,6,1,0.150000,4.000000,120,False
"crDLC04Bot_Weap_Protectron01LeftArmLaserGun","",0,8.000000,0,1,1.500000,0.000000,0,False
"crDLC04Bot_Weap_Protectron01RightArmLaserGun","",0,8.000000,0,1,1.500000,0.000000,0,False
"zzz_crDLC04Bot_Weap_ThirstZapperCherryLeft","Matased Cherry",10,6.000000,0,1,2.000000,2.000000,0,False
"zzz_crDLC04Bot_Weap_ThirstZapperCherryRight","Matased Cherry",10,6.000000,0,1,2.250000,2.000000,0,False
"zzz_crDLC04Bot_Weap_ThirstZapperQuantumLeft","Matased Quantum",10,6.000000,0,1,2.500000,2.000000,0,False
"zzz_crDLC04Bot_Weap_ThirstZapperQuantumRight","Matased Quantum",10,6.000000,0,1,2.750000,2.000000,0,False
"crDLC04Bot_Weap_SentryBotLeftAutoLaser","Láser automático izquierdo de robot centinela espacial",0,0.000000,0,1,1.000000,3.000000,0,False
"crDLC04Bot_Weap_SentryBotRightAutoLaser","Láser automático derecho de robot centinela espacial",0,0.000000,0,1,1.000000,3.000000,0,False
"crDLC04Bot_Weap_Protectron01LeftArmLaserGun_Blue","",0,8.000000,0,1,1.500000,0.000000,0,False
"crDLC04Bot_Weap_Protectron01RightArmLaserGun_Blue","",0,8.000000,0,1,1.500000,0.000000,0,False
"crDLC04Bot_Weap_SentryBotLeftAutoLaser_Blue","Láser automático izquierdo de robot centinela espacial",0,0.000000,0,1,1.000000,3.000000,0,False
"crDLC04Bot_Weap_SentryBotRightAutoLaser_Blue","Láser automático derecho de robot centinela espacial",0,0.000000,0,1,1.000000,3.000000,0,False
"crDLC04Bot_Weap_SentryBotLeftShoulderClusterLauncher","",1,0.000000,0,1,3.000000,3.000000,0,False
"crDLC04Bot_Weap_SentryBotRightShoulderClusterLauncher","",1,0.000000,0,1,3.000000,3.000000,0,False
"DLC04_TurretMountedLaserGunSpaceBlue","Arma láser de torreta",0,8.000000,0,1,2.000000,25.000000,0,False
"DLC04_CommieWhacker","Vapuleador de comunistas",10,0.000000,0,1,0.000000,2.000000,25,False
"zzz_TESTKnuckles","Puño americano",10,10.000000,0,1,0.000000,0.500000,10,False
"zzz_TESTBaton","Porra",11,0.000000,0,1,0.000000,2.000000,15,False
"GatlingGun","Ametralladora Gatling",8,36.000000,250,1,1.150000,18.000000,175,False
"zzz_TESTMissileLauncher","Lanzamisiles TEST",15,6.000000,1,1,0.100000,20.000000,300,False
"zzz_TestAudioCombatShotgunPump","PRUEBA DE BOMBEO de escopeta de combate",50,4.000000,8,1,0.500000,7.000000,0,False
"zzz_SF08_SuicideRun_BottlecapMine","",0,3.000000,0,1,0.000000,500.000000,40,False
"crUnarmedSnallygaster","Snallygaster desarmado",0,0.000000,0,1,10.000000,0.000000,0,False
"PumpActionShotgun","Escopeta de corredera",50,21.000000,8,1,0.500000,7.000000,50,False
"SingleActionRevolver","Revólver de acción simple",48,18.000000,6,1,0.150000,4.000000,85,False
"Chainsaw_76","Motosierra",0,1.000000,0,1,1.000000,12.000000,125,False
"crSnallygasterSpitAttack","Ataque escupitajo de snallygaster",0,0.000000,0,1,3.500000,3.000000,0,False
"crUnarmedFlatwoodsMonster","Monstruo de Flatwoods desarmado",0,0.000000,0,1,0.000000,0.000000,0,False
"binoculars","Prismáticos",0,6.000000,30,1,10.000000,2.000000,5,False
"Pickaxe","Pico",0,10.000000,0,1,0.000000,2.500000,40,False
"GatlingPlasma","Ametralladora de plasma",0,36.000000,500,1,0.150000,18.000000,250,False
"zzz_TestAudioGrenadeLauncher","Lanzamisiles",15,6.000000,1,1,0.050000,20.000000,0,False
"zzz_AudioTestGrenade","Granada acústica",1,3.000000,0,1,0.000000,0.500000,125,False
"EN02_ScanGrenade","Baliza de análisis orbital",1,3.000000,0,1,0.000000,1.000000,50,False
"zzz_TESTMG42","Rifle artesanal",32,6.000000,75,1,0.250000,8.000000,100,False
"zzz_TestM79","Lanzagranadas M79",67,6.000000,2,1,0.275000,6.000000,30,False
"crUnarmedLiberator","Liberador desarmado",0,0.000000,0,1,0.000000,0.000000,0,False
"zzz_TestGolfClub","Porra",11,0.000000,0,1,0.000000,2.000000,15,False
"Hatchet","Hacha",11,0.000000,0,1,0.000000,3.000000,15,False
"crLiberatorLaserGun","Láser liberador",0,8.000000,3,1,1.000000,25.000000,0,False
"10mmSMG","Subfusil de 10 mm",7,15.000000,30,1,0.233300,3.000000,70,False
"FireAxe","Hacha de incendios",11,10.000000,0,1,0.000000,3.000000,15,False
"GolfClub","Palo de golf",23,10.000000,0,1,0.000000,3.000000,25,False
"Pitchfork","Tridente",23,10.000000,0,1,0.000000,2.000000,15,False
"crTickSpit","Rociada de sangre de garrapata",1,0.000000,0,1,1.000000,25.000000,0,False
"crUnarmedTick","Garrapata desarmada",1,0.000000,0,1,1.000000,0.000000,0,False
"Blackpowder_Pistol","Pistola de pólvora negra",7,17.000000,1,1,1.000000,3.000000,60,False
"Blackpowder_Pistol_Blunderbuss","Trabuco de pólvora negra",7,17.000000,1,1,1.000000,3.000000,90,False
"crUnarmedMegaSloth","Megaperezoso desarmado",1,0.000000,0,1,0.000000,0.000000,0,False
"WorkshopVertibirdGrenade","Granada de señales de vertibot",1,3.000000,0,1,0.000000,0.100000,0,False
"Drill","Taladro",0,6.000000,0,1,0.150000,2.000000,80,False
"Tomahawk","Tomahawk",100,3.000000,0,1,0.000000,0.250000,1,False
"Sickle","Hoz",11,0.000000,0,1,0.000000,3.000000,15,False
"AutoGrenadeLauncher","Lanzagranadas automático",3,36.000000,12,1,0.500000,18.000000,225,False
"CultistDagger","Daga sectaria",9,10.000000,0,1,0.000000,1.000000,40,False
"crGraftonOilBombWeapon","Bomba petrolera de Grafton",1,0.000000,0,1,15.000000,2.000000,0,False
"CultistBlade","Cuchilla de sectario",11,10.000000,0,1,0.000000,3.000000,35,False
"zzz_TEST_DoubleBarrelShotgun","Escopeta de doble cañón",67,6.000000,2,1,0.275000,6.000000,30,False
"BlackPowder_Rifle_Dragon","El dragón",200,21.000000,1,1,1.500000,6.000000,200,False
"BlackPowder_Rifle","Rifle de pólvora negra",200,21.000000,1,1,1.000000,6.000000,110,False
"SkiSword","Espada de esquí",11,10.000000,0,1,0.000000,3.000000,40,False
"PulseGrenadeOrbital","Baliza de ataque orbital",0,3.000000,0,1,0.000000,0.350000,50,False
"50CalMachineGun","Ametralladora del calibre .50",8,36.000000,250,1,0.000000,18.000000,175,False
"MG42","Ametralladora ligera",0,22.000000,100,1,0.250000,8.000000,150,False
"M79","Lanzagranadas M79",3,20.000000,1,1,1.000000,6.000000,30,False
"crUnarmedScorched","Calcinado desarmado",20,0.000000,0,1,0.000000,0.000000,0,False
"zzz_MTNM01_BaitMine","Cebo explosivo",0,3.000000,0,1,0.000000,0.500000,40,False
"zzz_ExplosiveBaitMine","Cebo explosivo",0,3.000000,0,1,0.000000,0.500000,40,False
"MTR05_ChineseOfficerSword","Cuchilla antigua",16,10.000000,0,1,0.000000,3.000000,75,False
"crTurretASAMMissileLauncherRight","Lanzamisiles de la torreta",0,3.000000,0,1,1.500000,20.000000,300,False
"BowieKnife","Cuchillo Bowie",9,10.000000,0,1,0.000000,1.000000,35,False
"WoodCuttingAxe","Hacha multiusos",23,10.000000,0,1,0.000000,4.000000,40,False
"crScorchbeastSonicAttackWeapon","Ataque sónico de bestia calcinada",0,0.000000,0,1,11.000000,0.000000,0,False
"crRadtoadTongue","Lengua de sapo radiactivo",15,0.000000,0,1,0.000000,0.000000,0,False
"zzz_TEST_MTNS05VoxGrenade","Granada de Vox",1,3.000000,0,1,0.000000,1.000000,35,False
"crMegaslothDirtThrow","",15,0.000000,0,1,5.000000,3.000000,0,False
"zzz_PresidentialGaussRifle","Rifle Gauss presidencial",8,15.000000,30,1,0.100000,0.000000,0,False
"crFlatwoodsMonsterLaser","Láser del monstruo de Flatwoods",0,6.000000,0,1,2.000000,8.000000,0,False
"UltraciteLaserGun","Láser de ultracita",0,15.000000,20,1,0.250000,3.000000,150,False
"crUnarmedScorchBeast","Bestia calcinada desarmada",0,0.000000,0,1,10.000000,0.000000,0,False
"EN02_OrbitalStrikeGrenade","Baliza de ataque orbital",1,3.000000,0,1,0.000000,1.000000,50,False
"PharmaBot_Left_Spray","PharmaBot_Left_Spray",0,0.000000,0,1,0.000000,0.000000,0,False
"PharmaBot_Middle_Spray","PharmaBot_Middle_Spray",0,0.000000,0,1,0.000000,0.000000,0,False
"PharmaBot_Right_Spray","PharmaBot_Right_Spray",0,0.000000,0,1,0.000000,0.000000,0,False
"Ultracite_GatlingLaser","Ametralladora láser de ultracita",0,36.000000,500,1,0.150000,18.000000,300,False
"crUnarmedAlien","Alienígena desarmado",5,0.000000,0,1,0.000000,0.000000,0,False
"zzz_TestWeapon_CrippleAndLimbDMG","TestWeapon_CrippleAndLimbDMG",10,0.000000,0,1,0.000000,0.000000,25,False
"zzz_TestWeapon_ShockAndBleed","TestWeapon_ShockAndBleed",0,0.000000,0,1,0.000000,0.000000,25,False
"zzz_TestWeapon_Shock","TestWeapon_Shock",0,0.000000,0,1,0.000000,0.000000,25,False
"zzz_TestWeapon_ShockStun","TestWeapon_ShockStun",0,0.000000,0,1,0.000000,0.000000,25,False
"zzz_TestWeapon_Stagger","TestWeapon_Stagger",0,0.000000,0,1,0.000000,0.000000,25,False
"zzz_TestWeapon_ExplosionQuantum","TestWeapon_ExplosionQuantum",5,0.000000,0,1,0.000000,0.000000,25,False
"zzz_TestWeapon_ExplosionCherry","TestWeapon_ExplosionCherry",5,0.000000,0,1,0.000000,0.000000,25,False
"zzz_TestWeapon_ExplosionNuka","TestWeapon_ExplosionNuka",5,0.000000,0,1,0.000000,0.000000,25,False
"zzz_TestWeapon_Fire","TestWeapon_Fire",5,0.000000,0,1,0.000000,0.000000,25,False
"zzz_TestWeapon_Bleed","TestWeapon_Bleed",0,0.000000,0,1,0.000000,0.000000,25,False
"zzz_TestWeapon_Poison","TestWeapon_Poison",0,0.000000,0,1,0.000000,0.000000,25,False
"zzz_RESPSoundGrenade","Granada de sonido",0,3.000000,0,1,0.000000,0.500000,20,False
"Enclave_PlasmaGun","Plasma del Enclave",1,16.000000,18,1,0.300000,3.000000,115,False
"Spear","Lanza",23,10.000000,0,1,0.000000,2.000000,40,False
"ProtestSign01","Cartel de protesta: papá necesita un trabajo",10,0.000000,0,1,0.000000,3.000000,1,False
"ProtestSign02","Cartel de protesta: trabajos",10,0.000000,0,1,0.000000,3.000000,1,False
"ProtestSign03","Cartel de protesta: en contra de la automatización",10,0.000000,0,1,0.000000,3.000000,1,False
"ProtestSign04","Cartel de protesta: quiero trabajar",10,0.000000,0,1,0.000000,3.000000,1,False
"ProtestSign05","Cartel de protesta: la gente primero",10,0.000000,0,1,0.000000,3.000000,1,False
"ProtestSign06","Cartel de protesta: trabajos o sangre",10,0.000000,0,1,0.000000,3.000000,1,False
"ProtestSign07","Cartel de protesta: devolvednos los trabajos",10,0.000000,0,1,0.000000,3.000000,1,False
"ProtestSign08","Cartel de protesta: rompe al robot",10,0.000000,0,1,0.000000,3.000000,1,False
"ProtestSign09","Cartel de protesta: los hombres no son máquinas",10,0.000000,0,1,0.000000,3.000000,1,False
"ProtestSign10","Cartel de protesta: nada de comunistas",10,0.000000,0,1,0.000000,3.000000,1,False
"crScorchbeastStrafeAttackWeapon","Bombardeo de bestia calcinada",0,0.000000,0,1,10.000000,0.000000,0,False
"zzz_TestVorpalGun","Vorpal",10000,6.000000,12,1,0.233300,3.000000,45,False
"Grenade_Pumpkin","Granada de calabaza",0,3.000000,0,1,0.000000,0.500000,20,False
"zzz_GaussRifle_Presidential","Rifle Gauss presidencial",110,15.000000,5,1,0.150000,8.000000,350,False
"zzz_TestTurretAntiAirGun","Ametralladora de torreta",10,8.000000,0,1,0.500000,25.000000,0,False
"MTR05_MeteoriteSword","Espada meteórica",16,10.000000,0,1,0.000000,3.000000,50,False
"Crossbow","Ballesta",200,21.000000,1,1,0.150000,6.000000,50,False
"MTR04_DrossThrownItem","Residuos",5,3.000000,0,1,0.000000,0.250000,50,False
"MTNS04_NailerSword","Tizona",11,10.000000,0,1,0.000000,3.000000,15,False
"zzz_TestWeapon_Base","TestWeapon_Base",1,0.000000,0,1,0.000000,0.000000,25,False
"zzz_TestGun_MultAdd2","Curva de daño",18,6.000000,12,1,0.233300,3.000000,45,False
"zzz_TestGun_MultAdd","No hay curvas",10,6.000000,12,1,0.233300,3.000000,45,False
"zzz_TestWeapon_MultiDamage","Tipos de daño múltiple de arma de prueba",10,0.000000,0,1,0.000000,0.000000,25,False
"zzz_TestWeapon_DMG_Standard","Daño estándar de arma de prueba",10,0.000000,0,1,0.000000,0.000000,0,False
"zzz_TestWeapon_DMG_RadiationExposure","Daño por exposición a la radiación de arma de prueba",0,0.000000,0,1,0.000000,0.000000,0,False
"zzz_TestWeapon_DMG_Energy","Daño por energía de arma de prueba",0,0.000000,0,1,0.000000,0.000000,0,False
"MoM02B_HistoricSword","Sable de Grant",1,0.000000,0,1,0.000000,3.000000,60,False
"zzz_TestConfetti","10 mm",18,6.000000,12,1,0.233300,3.000000,45,False
"crProtectron02RightArmConfetti","",0,8.000000,0,1,0.000000,0.000000,0,False
"crProtectron01LeftArmConfetti","",0,8.000000,0,1,0.000000,0.000000,0,False
"BoneClub","Palo de hueso",11,0.000000,0,1,0.000000,3.000000,15,False
"Bonehammer","Martillo de hueso",23,15.000000,0,1,0.000000,12.000000,45,False
"Throwing_Knife","Cuchillo arrojadizo",75,3.000000,0,1,0.000000,0.100000,1,False
"MoM_BladeOfBastet","Hoja de Bastet",1,30.000000,0,1,0.000000,3.000000,0,False
"MoM_VoiceOfSet_44","Voz de Set",1,17.000000,6,1,0.150000,4.000000,0,False
"crGraftonOilBombSalvoWeapon","Salva de bombas petroleras de Grafton",2,0.000000,0,1,0.000000,2.000000,0,False
"MTR06_10mmSMG_ScorchedKiller","Subfusil anticalcinados de 10 mm",7,17.000000,30,1,0.233300,3.000000,100,False
"SFZ14_Bomb_BlastMine","Mina explosiva",0,3.000000,0,1,0.000000,0.550000,40,False
"zzz_TestWeapon_Ranged_Scorched","10 mm",10,6.000000,12,1,0.233300,3.000000,45,False
"zzz_TestWeapon_ScorchedKiller","TestWeapon SC",50,0.000000,0,1,0.000000,0.000000,25,False
"CharGen_Binoculars_NoName","",0,8.000000,30,1,0.100000,2.000000,5,False
"CharGen_GolfClub_NoName","",23,10.000000,0,1,0.000000,12.000000,40,False
"crUnarmedWendigo","Wendigo desarmado",0,0.000000,0,1,0.000000,0.000000,0,False
"MTNM01_PipeSyringer_Karma","Inyector de Rose",1,15.000000,1,1,0.150000,1.000000,100,False
"crUnarmedHoneyBeastBeeSwarm","Enjambre de bestias de la miel (sin armas)",1,0.000000,0,1,0.000000,0.000000,0,False
"zzz_TestWeapon_MultAdd1","TestWeapon  MultAdd 50% MOD",10,0.000000,0,1,0.000000,0.000000,25,False
"zzz_TestWeapon_MultAdd_Template","TestWeapon MultAdd 50% TEMPLATE",10,0.000000,0,1,0.000000,0.000000,25,False
"Shovel","Pala",1,10.000000,0,1,0.000000,6.000000,40,False
"EN02_OrbitalStrikeWeapon","Ataque orbital",33,15.000000,1,1,0.000000,25.000000,400,False
"crMothmanRangedAttackRapidFire","Fuego rápido",0,0.000000,0,1,20.000000,3.000000,0,False
"crMothmanAreaAttack","Ataque AdE",0,0.000000,0,1,0.000000,3.000000,0,False
"crMothmanRangedAttackSingleShotVer2","Disparo único versión 2",0,0.000000,0,1,2.000000,3.000000,0,False
"zzz_10mm_Legendary1","Corte de 10 mm",18,6.000000,12,1,0.233300,3.000000,45,False
"LC060_WhitespringSign_BlackPowderRifleNoName","",0,15.000000,1,1,0.150000,6.000000,100,False
"crHoneyBeastBeeSwarmSpawn","Generador de enjambres de bestias de la miel",0,0.000000,0,1,25.000000,0.000000,0,False
"zzz_10mm_Legendary_Jason","",18,6.000000,12,1,0.230000,200.000000,45,False
"crUnarmedMirelurkSpawn","Cría de mirelurk desarmada",1,0.000000,0,1,0.000000,0.000000,0,False
"zzz_Debug_Legendary1_10mm_Junkies","Chatarra",0,0.000000,12,1,0.233300,200.000000,0,False
"zzz_Debug_Legendary1_10mm_Executioners","Chatarra",0,0.000000,12,1,0.233300,200.000000,0,False
"zzz_Debug_Legendary1_10mm_DmgConsecutiveHits","Chatarra",0,0.000000,12,1,0.233300,200.000000,0,False
"zzz_TEST_Balance10mm_LVL50","Test10mm Nivel 50",128,6.000000,12,1,0.233300,3.000000,45,False
"zzz_TEST_Balance10mm_LVL30","Test10mm Nivel 30",84,6.000000,12,1,0.233300,3.000000,45,False
"zzz_TEST_Balance10mm_LVL20","Test10mm Nivel 20",62,6.000000,12,1,0.233300,3.000000,45,False
"zzz_TEST_Balance10mm_LVL10","Test10mm Nivel 10",40,6.000000,12,1,0.233300,3.000000,45,False
"zzz_TEST_Balance10mm_LVL40","Test10mm Nivel 40",106,6.000000,12,1,0.233300,3.000000,45,False
"zzz_TEST_BalancecrUnarmedScorched_LVL20","Unarmed Scorched_LVL20",45,0.000000,0,1,0.000000,0.000000,0,False
"zzz_TEST_BalancecrUnarmedScorched_LVL10","Unarmed Scorched_LVL10",35,0.000000,0,1,0.000000,0.000000,0,False
"zzz_TEST_Balance10mm","Test10mm",20,6.000000,12,1,0.233300,3.000000,45,False
"zzz_TEST_BalancecrUnarmedScorched_LVL30","Unarmed Scorched_LVL30",50,0.000000,0,1,0.000000,0.000000,0,False
"zzz_TEST_BalancecrUnarmedScorched_LVL40","Unarmed Scorched_LVL40",60,0.000000,0,1,0.000000,0.000000,0,False
"zzz_TEST_BalancecrUnarmedScorched_LVL50","Unarmed Scorched_LVL50",70,0.000000,0,1,0.000000,0.000000,0,False
"crUnarmedFrog","Rana desarmada",1,0.000000,0,1,10.000000,0.000000,0,False
"crMegaslothAreaAttack","",25,0.000000,0,1,25.000000,3.000000,0,False
"zzz_TEST_Sword_Legendary_Debug","Espada de oficial chino",16,10.000000,0,1,0.000000,3.000000,50,False
"zzz_Sword_Legendary_Jason","",16,10.000000,0,1,0.000000,200.000000,50,False
"zzz_Debug_Legendary1_10mm_DmgVsGhouls","Chatarra",0,0.000000,12,1,0.233300,200.000000,0,False
